id	annotator	position	answer_coordinates
nu-3951	0	1	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(0, 5)', '(0, 6)', '(0, 7)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(1, 5)', '(1, 6)', '(1, 7)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(2, 5)', '(2, 6)', '(2, 7)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(3, 5)', '(3, 6)', '(3, 7)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(4, 5)', '(4, 6)', '(4, 7)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(5, 5)', '(5, 6)', '(5, 7)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(6, 5)', '(6, 6)', '(6, 7)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(7, 5)', '(7, 6)', '(7, 7)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(8, 5)', '(8, 6)', '(8, 7)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(9, 5)', '(9, 6)', '(9, 7)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(10, 5)', '(10, 6)', '(10, 7)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(11, 5)', '(11, 6)', '(11, 7)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(12, 5)', '(12, 6)', '(12, 7)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(13, 5)', '(13, 6)', '(13, 7)']
nu-3951	0	2	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(0, 5)', '(0, 6)', '(0, 7)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(1, 5)', '(1, 6)', '(1, 7)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(2, 5)', '(2, 6)', '(2, 7)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(3, 5)', '(3, 6)', '(3, 7)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(4, 5)', '(4, 6)', '(4, 7)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(5, 5)', '(5, 6)', '(5, 7)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(6, 5)', '(6, 6)', '(6, 7)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(7, 5)', '(7, 6)', '(7, 7)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(8, 5)', '(8, 6)', '(8, 7)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(9, 5)', '(9, 6)', '(9, 7)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(10, 5)', '(10, 6)', '(10, 7)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(11, 5)', '(11, 6)', '(11, 7)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(12, 5)', '(12, 6)', '(12, 7)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(13, 5)', '(13, 6)', '(13, 7)']
nu-3951	1	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)']
nu-3951	1	1	['(12, 7)']
nu-3951	1	2	['(12, 0)']
nu-3951	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)']
nu-3951	2	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']
nu-2551	0	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)', '(17, 2)', '(18, 2)', '(19, 2)', '(20, 2)', '(21, 2)', '(22, 2)', '(23, 2)', '(24, 2)', '(25, 2)']
nu-2551	0	1	['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)', '(11, 5)', '(12, 5)', '(13, 5)', '(14, 5)', '(15, 5)', '(16, 5)', '(17, 5)', '(18, 5)', '(19, 5)', '(20, 5)', '(21, 5)', '(22, 5)', '(23, 5)', '(24, 5)', '(25, 5)']
nu-2551	0	2	['(16, 2)', '(17, 2)', '(18, 2)', '(20, 2)', '(22, 2)']
nu-2551	1	0	['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)', '(11, 5)', '(12, 5)', '(13, 5)', '(14, 5)', '(15, 5)', '(16, 5)', '(17, 5)', '(18, 5)', '(19, 5)', '(20, 5)', '(21, 5)', '(22, 5)', '(23, 5)', '(24, 5)', '(25, 5)']
nu-2551	1	1	['(16, 2)', '(17, 2)', '(18, 2)', '(20, 2)', '(22, 2)']
nu-2551	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)', '(17, 2)', '(18, 2)', '(19, 2)', '(20, 2)', '(21, 2)', '(22, 2)', '(23, 2)', '(24, 2)', '(25, 2)']
nu-2551	2	1	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(0, 5)', '(0, 6)', '(0, 7)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(1, 5)', '(1, 6)', '(1, 7)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(2, 5)', '(2, 6)', '(2, 7)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(3, 5)', '(3, 6)', '(3, 7)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(4, 5)', '(4, 6)', '(4, 7)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(5, 5)', '(5, 6)', '(5, 7)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(6, 5)', '(6, 6)', '(6, 7)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(7, 5)', '(7, 6)', '(7, 7)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(8, 5)', '(8, 6)', '(8, 7)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(9, 5)', '(9, 6)', '(9, 7)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(10, 5)', '(10, 6)', '(10, 7)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(11, 5)', '(11, 6)', '(11, 7)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(12, 5)', '(12, 6)', '(12, 7)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(13, 5)', '(13, 6)', '(13, 7)', '(14, 0)', '(14, 1)', '(14, 2)', '(14, 3)', '(14, 4)', '(14, 5)', '(14, 6)', '(14, 7)', '(15, 0)', '(15, 1)', '(15, 2)', '(15, 3)', '(15, 4)', '(15, 5)', '(15, 6)', '(15, 7)', '(16, 0)', '(16, 1)', '(16, 2)', '(16, 3)', '(16, 4)', '(16, 5)', '(16, 6)', '(16, 7)', '(17, 0)', '(17, 1)', '(17, 2)', '(17, 3)', '(17, 4)', '(17, 5)', '(17, 6)', '(17, 7)', '(18, 0)', '(18, 1)', '(18, 2)', '(18, 3)', '(18, 4)', '(18, 5)', '(18, 6)', '(18, 7)', '(19, 0)', '(19, 1)', '(19, 2)', '(19, 3)', '(19, 4)', '(19, 5)', '(19, 6)', '(19, 7)', '(20, 0)', '(20, 1)', '(20, 2)', '(20, 3)', '(20, 4)', '(20, 5)', '(20, 6)', '(20, 7)', '(21, 0)', '(21, 1)', '(21, 2)', '(21, 3)', '(21, 4)', '(21, 5)', '(21, 6)', '(21, 7)', '(22, 0)', '(22, 1)', '(22, 2)', '(22, 3)', '(22, 4)', '(22, 5)', '(22, 6)', '(22, 7)', '(23, 0)', '(23, 1)', '(23, 2)', '(23, 3)', '(23, 4)', '(23, 5)', '(23, 6)', '(23, 7)', '(24, 0)', '(24, 1)', '(24, 2)', '(24, 3)', '(24, 4)', '(24, 5)', '(24, 6)', '(24, 7)', '(25, 0)', '(25, 1)', '(25, 2)', '(25, 3)', '(25, 4)', '(25, 5)', '(25, 6)', '(25, 7)']
nu-1600	0	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)']
nu-1600	0	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)']
nu-1600	0	2	[]
nu-1600	1	0	['(10, 2)', '(3, 2)', '(5, 2)']
nu-1600	1	1	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)']
nu-1600	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)']
nu-1600	2	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)']
nu-1600	2	2	['(0, 2)']
nu-161	0	0	['(2, 2)']
nu-161	0	1	['(0, 1)', '(2, 1)']
nu-161	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)']
nu-161	1	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)']
nu-161	1	2	['(2, 5)']
nu-161	1	3	['(0, 1)', '(2, 1)']
nu-161	2	0	['(2, 2)']
nu-161	2	1	['(0, 1)']
nu-97	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)']
nu-97	0	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)']
nu-97	0	2	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)']
nu-97	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)']
nu-97	1	1	['(4, 3)']
nu-97	1	2	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)']
nu-97	2	0	['(1, 0)', '(4, 0)']
nu-97	2	1	['(0, 1)']
nu-97	2	2	['(0, 3)']
nu-2608	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)']
nu-2608	0	1	['(8, 1)', '(7, 1)']
nu-2608	0	2	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(14, 0)', '(14, 1)', '(14, 2)', '(14, 3)', '(14, 4)']
nu-2608	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)']
nu-2608	1	1	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(14, 0)', '(14, 1)', '(14, 2)', '(14, 3)', '(14, 4)']
nu-2608	1	2	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(14, 0)', '(14, 1)', '(14, 2)', '(14, 3)', '(14, 4)']
nu-2608	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)']
nu-2608	2	1	['(6, 1)']
nu-2608	2	2	['(0, 1)']
nu-1461	0	0	['(17, 0)']
nu-1461	0	1	['(17, 6)']
nu-1461	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)']
nu-1461	1	1	['(3, 0)']
nu-1461	2	0	['(17, 6)']
nu-1461	2	1	['(13, 0)']
nu-3636	0	0	['(8, 1)']
nu-3636	0	1	['(2, 1)']
nu-3636	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)']
nu-3636	1	1	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(0, 5)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(1, 5)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(2, 5)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(3, 5)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(4, 5)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(5, 5)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(6, 5)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(7, 5)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(8, 5)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(9, 5)']
nu-3636	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)']
nu-3636	2	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)']
nu-3636	2	2	['(1, 1)']
nu-3707	0	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)', '(16, 4)', '(17, 4)', '(18, 4)']
nu-3707	0	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)', '(18, 0)']
nu-3707	0	2	['(10, 9)']
nu-3707	0	3	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(0, 5)', '(0, 6)', '(0, 7)', '(0, 8)', '(0, 9)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(1, 5)', '(1, 6)', '(1, 7)', '(1, 8)', '(1, 9)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(2, 5)', '(2, 6)', '(2, 7)', '(2, 8)', '(2, 9)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(3, 5)', '(3, 6)', '(3, 7)', '(3, 8)', '(3, 9)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(4, 5)', '(4, 6)', '(4, 7)', '(4, 8)', '(4, 9)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(5, 5)', '(5, 6)', '(5, 7)', '(5, 8)', '(5, 9)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(6, 5)', '(6, 6)', '(6, 7)', '(6, 8)', '(6, 9)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(7, 5)', '(7, 6)', '(7, 7)', '(7, 8)', '(7, 9)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(8, 5)', '(8, 6)', '(8, 7)', '(8, 8)', '(8, 9)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(9, 5)', '(9, 6)', '(9, 7)', '(9, 8)', '(9, 9)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(10, 5)', '(10, 6)', '(10, 7)', '(10, 8)', '(10, 9)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(11, 5)', '(11, 6)', '(11, 7)', '(11, 8)', '(11, 9)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(12, 5)', '(12, 6)', '(12, 7)', '(12, 8)', '(12, 9)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)', '(13, 5)', '(13, 6)', '(13, 7)', '(13, 8)', '(13, 9)', '(14, 0)', '(14, 1)', '(14, 2)', '(14, 3)', '(14, 4)', '(14, 5)', '(14, 6)', '(14, 7)', '(14, 8)', '(14, 9)', '(15, 0)', '(15, 1)', '(15, 2)', '(15, 3)', '(15, 4)', '(15, 5)', '(15, 6)', '(15, 7)', '(15, 8)', '(15, 9)', '(16, 0)', '(16, 1)', '(16, 2)', '(16, 3)', '(16, 4)', '(16, 5)', '(16, 6)', '(16, 7)', '(16, 8)', '(16, 9)', '(17, 0)', '(17, 1)', '(17, 2)', '(17, 3)', '(17, 4)', '(17, 5)', '(17, 6)', '(17, 7)', '(17, 8)', '(17, 9)', '(18, 0)', '(18, 1)', '(18, 2)', '(18, 3)', '(18, 4)', '(18, 5)', '(18, 6)', '(18, 7)', '(18, 8)', '(18, 9)']
nu-3707	1	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)', '(16, 4)', '(17, 4)', '(18, 4)']
nu-3707	1	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)', '(16, 4)', '(18, 4)']
nu-3707	1	2	['(8, 4)']
nu-3707	2	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)', '(16, 4)', '(17, 4)', '(18, 4)']
nu-3707	2	1	['(8, 0)']
nu-3142	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nu-3142	0	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)']
nu-3142	0	2	['(4, 0)']
nu-3142	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nu-3142	1	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)']
nu-3142	1	2	['(4, 0)']
nu-3142	2	0	['(4, 2)']
nu-3142	2	1	['(1, 0)']
nu-3417	0	0	['(3, 0)', '(12, 0)', '(13, 0)', '(6, 0)']
nu-3417	0	1	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)', '(7, 0)', '(7, 1)', '(7, 2)', '(7, 3)', '(7, 4)', '(8, 0)', '(8, 1)', '(8, 2)', '(8, 3)', '(8, 4)', '(9, 0)', '(9, 1)', '(9, 2)', '(9, 3)', '(9, 4)', '(10, 0)', '(10, 1)', '(10, 2)', '(10, 3)', '(10, 4)', '(11, 0)', '(11, 1)', '(11, 2)', '(11, 3)', '(11, 4)', '(12, 0)', '(12, 1)', '(12, 2)', '(12, 3)', '(12, 4)', '(13, 0)', '(13, 1)', '(13, 2)', '(13, 3)', '(13, 4)']
nu-3417	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']
nu-3417	1	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)']
nu-3417	1	2	['(12, 1)']
nu-3417	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']
nu-3417	2	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)']
nu-3417	2	2	['(12, 0)']
nu-3147	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)', '(17, 1)', '(18, 1)', '(19, 1)', '(20, 1)', '(21, 1)', '(22, 1)', '(23, 1)', '(24, 1)', '(25, 1)']
